""	"neglog10_reporter-p_Non-directional"	"neglog10_reporter-p_Distinct-directional (up)"	"neglog10_reporter-p_Distinct-directional (dn)"	"neglog10_reporter-p_Mixed-directional (up)"	"neglog10_reporter-p_Mixed-directional (dn)"	"inv_ConsRank_Non-directional"	"inv_ConsRank_Distinct-directional (up)"	"inv_ConsRank_Distinct-directional (dn)"	"inv_ConsRank_Mixed-directional (up)"	"inv_ConsRank_Mixed-directional (dn)"
"(2E)-hexacosenoyl-CoA (C_p)"	0.646988288966547	0.626701720385129	0			0.000791139240506329	0.00263157894736842	0.000475511174512601	0.000310462589257994	0.000310462589257994
"(2E)-tetracosenoyl-CoA (C_p)"	0.646988288966547	0.626701720385129	0			0.000791139240506329	0.00263157894736842	0.000475511174512601	0.000310462589257994	0.000310462589257994
"(2E)-docosenoyl-CoA (C_p)"	0.646988288966547	0.626701720385129	0			0.000791139240506329	0.00263157894736842	0.000475511174512601	0.000310462589257994	0.000310462589257994
"(2E)-eicosenoyl-CoA (C_p)"	0.646988288966547	0.626701720385129	0			0.000791139240506329	0.00263157894736842	0.000475511174512601	0.000310462589257994	0.000310462589257994
"(2E)-octadecenoyl-CoA (C_p)"	0.646988288966547	0.626701720385129	0			0.000791139240506329	0.00263157894736842	0.000475511174512601	0.000310462589257994	0.000310462589257994
"(2E)-hexadecenoyl-CoA (C_p)"	0.646988288966547	0.626701720385129	0			0.000791139240506329	0.00263157894736842	0.000475511174512601	0.000310462589257994	0.000310462589257994
"(2E)-tetradecenoyl-CoA (C_p)"	0.646988288966547	0.626701720385129	0			0.000791139240506329	0.00263157894736842	0.000475511174512601	0.000310462589257994	0.000310462589257994
"(2E)-dodecenoyl-CoA (C_p)"	0.646988288966547	0.626701720385129	0			0.000791139240506329	0.00263157894736842	0.000475511174512601	0.000310462589257994	0.000310462589257994
"(2E)-decenoyl-CoA (C_p)"	0.646988288966547	0.626701720385129	0			0.000791139240506329	0.00263157894736842	0.000475511174512601	0.000310462589257994	0.000310462589257994
"(2E)-octenoyl-CoA (C_p)"	0.646988288966547	0.626701720385129	0			0.000791139240506329	0.00263157894736842	0.000475511174512601	0.000310462589257994	0.000310462589257994
"(2E)-hexenoyl-CoA (C_p)"	0.646988288966547	0.626701720385129	0			0.000791139240506329	0.00263157894736842	0.000475511174512601	0.000310462589257994	0.000310462589257994
"crotonyl-CoA (C_p)"	0.646988288966547	0.626701720385129	0			0.000791139240506329	0.00263157894736842	0.000475511174512601	0.000310462589257994	0.000310462589257994
"trans,cis-2,17-hexacosadienoyl-CoA (C_p)"	0.646988288966547	0.626701720385129	0			0.000791139240506329	0.00263157894736842	0.000475511174512601	0.000310462589257994	0.000310462589257994
"trans,cis-2,15-tetracosadienoyl-CoA (C_p)"	0.646988288966547	0.626701720385129	0			0.000791139240506329	0.00263157894736842	0.000475511174512601	0.000310462589257994	0.000310462589257994
"trans,cis-2,13-docosadienoyl-CoA (C_p)"	0.646988288966547	0.626701720385129	0			0.000791139240506329	0.00263157894736842	0.000475511174512601	0.000310462589257994	0.000310462589257994
"trans,cis-2,11-eicosadienoyl-CoA (C_p)"	0.646988288966547	0.626701720385129	0			0.000791139240506329	0.00263157894736842	0.000475511174512601	0.000310462589257994	0.000310462589257994
"trans,cis-octadeca-2,9-dienoyl-CoA (C_p)"	0.646988288966547	0.626701720385129	0			0.000791139240506329	0.00263157894736842	0.000475511174512601	0.000310462589257994	0.000310462589257994
"trans,cis-hexadeca-2,7-dienoyl-CoA (C_p)"	0.646988288966547	0.626701720385129	0			0.000791139240506329	0.00263157894736842	0.000475511174512601	0.000310462589257994	0.000310462589257994
"trans,cis-myristo-2,5-dienoyl-CoA (C_p)"	0.646988288966547	0.626701720385129	0			0.000791139240506329	0.00263157894736842	0.000475511174512601	0.000310462589257994	0.000310462589257994
"trans,cis-hexadeca-2,9-dienoyl-CoA (C_p)"	0.646988288966547	0.626701720385129	0			0.000791139240506329	0.00263157894736842	0.000475511174512601	0.000310462589257994	0.000310462589257994
"trans,cis-myristo-2,7-dienoyl-CoA (C_p)"	0.646988288966547	0.626701720385129	0			0.000791139240506329	0.00263157894736842	0.000475511174512601	0.000310462589257994	0.000310462589257994
"trans,cis,cis-2,9,12-octadecatrienoyl-CoA (C_p)"	0.646988288966547	0.626701720385129	0			0.000791139240506329	0.00263157894736842	0.000475511174512601	0.000310462589257994	0.000310462589257994
"trans-2-cis,cis-5,8-tetradecatrienoyl-CoA (C_p)"	0.646988288966547	0.626701720385129	0			0.000791139240506329	0.00263157894736842	0.000475511174512601	0.000310462589257994	0.000310462589257994
"trans,cis-2,13-eicosadienoyl-CoA (C_p)"	0.646988288966547	0.626701720385129	0			0.000791139240506329	0.00263157894736842	0.000475511174512601	0.000310462589257994	0.000310462589257994
"trans,cis-octadeca-2,11-dienoyl-CoA (C_p)"	0.646988288966547	0.626701720385129	0			0.000791139240506329	0.00263157894736842	0.000475511174512601	0.000310462589257994	0.000310462589257994
"propanoyl-CoA (C_c)"	0.66346021924646	0	1.00976773362425	0.79558154247675	0.79558154247675	0.000771010023130301	0.00044404973357016	0.00193050193050193	0.00104384133611691	0.00104384133611691
"chondroitin sulfate A (GalNAc4S-GlcA) and B (IdoA2S-GalNAc4S), precursor 3 (C_g)"	0.579780122274852	0.626701720385129	0	0.0404434868764764	0.0404434868764764	0.000771010023130301	0.00229885057471264	0.000475511174512601	0.000405844155844156	0.000405844155844156
"leukotriene A4 (C_c)"	0.651422571257384	0.0154501849343868	0	0.278271801427212	0.278271801427212	0.000769822940723634	0.000476190476190476	0.000552791597567717	0.000660501981505945	0.000660501981505945
"PE-NME-LD pool (C_c)"	0.655136350202872	0.549843304593404	0			0.000769822940723634	0.00190839694656489	0.000475511174512601	0.000310462589257994	0.000310462589257994
"PPE-NME2-LD pool (C_c)"	0.655136350202872	0.549843304593404	0			0.000769822940723634	0.00190839694656489	0.000475511174512601	0.000310462589257994	0.000310462589257994
"OAA (C_c)"	0.621493084831677	0	0.617046899984959	0.640335234630148	0.640335234630148	0.000768049155145929	0.00044404973357016	0.00177619893428064	0.00107991360691145	0.00107991360691145
"UTP (C_s)"	0.658031591820062	0.090304933207867	0	0.517154989336544	0.517154989336544	0.000767459708365311	0.000660938532716457	0.000475511174512601	0.000810372771474878	0.000810372771474878
"[protein]-N6,N6,N6-trimethyl-L-lysine (C_c)"	0.659853449050867	0	0.284038417457776	0.518586038746255	0.518586038746255	0.000767459708365311	0.00044404973357016	0.000928505106778087	0.000777000777000777	0.000777000777000777
"isocitrate (C_p)"	0.651422571257384	0	0.0632902660483293	0.598323804190539	0.598323804190539	0.000767459708365311	0.000508646998982706	0.000513083632632119	0.000975609756097561	0.000975609756097561
"1-acyl-PE pool (C_c)"	0.651422571257384	0.0594984566483755	0	1.32000008377078	1.32000008377078	0.000767459708365311	0.000718390804597701	0.000475511174512601	0.00224719101123596	0.00224719101123596
"lysine (C_m)"	0.689752891571717	0	0.771625309578093	0.950820755354033	0.950820755354033	0.000765110941086458	0.00044404973357016	0.00101936799184506	0.00116686114352392	0.00116686114352392
"beta-alanine (C_c)"	0.902083590762675	0	0.477490562007122	1.98800688534074	1.98800688534074	0.000764525993883792	0.000501504513540622	0.000798084596967279	0.00386100386100386	0.00386100386100386
"N,N-chitobiosyldiphosphodolichol (C_c)"	0.646988288966547	0.127552352210987	0	0.440680008720801	0.440680008720801	0.000763941940412529	0.000565930956423316	0.000475511174512601	0.000728862973760933	0.000728862973760933
"5,6-epoxytetraene (C_c)"	0.628673486138254	0.0124543891881015	0	0.617802789622546	0.617802789622546	0.000763941940412529	0.000476190476190476	0.000560538116591928	0.00099601593625498	0.00099601593625498
"5,6-epoxytetraene (C_n)"	0.628673486138254	0.0124543891881015	0	0.617802789622546	0.617802789622546	0.000763941940412529	0.000476190476190476	0.000560538116591928	0.00099601593625498	0.00099601593625498
"1D-myo-inositol-1,3,4,5-tetrakisphosphate (C_c)"	0.69574650313373	0.0615152999843726	0	0.462848594951662	0.462848594951662	0.000763941940412529	0.000577034045008655	0.000475511174512601	0.000724112961622013	0.000724112961622013
"citrulline (C_s)"	0.515258970762934	0	1.15882830550047	0.509156967229275	0.509156967229275	0.000763941940412529	0.00044404973357016	0.00302114803625378	0.00106723585912487	0.00106723585912487
"dTDP (C_c)"	0.651422571257384	1.54384661062531	0	0.0204197599935346	0.0204197599935346	0.00076103500761035	0.00833333333333333	0.000475511174512601	0.00036036036036036	0.00036036036036036
"selenohomocysteine (C_c)"	0.651422571257384	0	0.243561689093733	0.483993769613952	0.483993769613952	0.00076103500761035	0.00044404973357016	0.000773993808049536	0.000744047619047619	0.000744047619047619
"G13044 (C_r)"	0.651422571257384	0.56229699027365	0	0.111916027661954	0.111916027661954	0.00076103500761035	0.00204081632653061	0.000475511174512601	0.000474833808167142	0.000474833808167142
"heparan sulfate, degradation product 24 (C_l)"	0.651422571257384	0.544165771603432	0			0.00076103500761035	0.00189753320683112	0.000475511174512601	0.000310462589257994	0.000310462589257994
"heparan sulfate, degradation product 25 (C_l)"	0.651422571257384	0.544165771603432	0			0.00076103500761035	0.00189753320683112	0.000475511174512601	0.000310462589257994	0.000310462589257994
"13,16,19-docosatrienoyl-CoA (C_c)"	0.68373602808931	0	1.00976773362425	0.898803014134655	0.898803014134655	0.000758150113722517	0.00044404973357016	0.00207900207900208	0.00107066381156317	0.00107066381156317
"(13Z,16Z)-docosadienoyl-CoA (C_c)"	0.68373602808931	0	1.00976773362425	0.898803014134655	0.898803014134655	0.000758150113722517	0.00044404973357016	0.00207900207900208	0.00107066381156317	0.00107066381156317
"10,13,16-docosatrienoyl-CoA (C_c)"	0.68373602808931	0	1.00976773362425	0.898803014134655	0.898803014134655	0.000758150113722517	0.00044404973357016	0.00207900207900208	0.00107066381156317	0.00107066381156317
"lauric acid (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"tridecylic acid (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"myristic acid (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"physeteric acid (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"(9E)-tetradecenoic acid (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"(7Z)-tetradecenoic acid (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"pentadecylic acid (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"7-palmitoleic acid (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"palmitolate (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"margaric acid (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"(10Z)-heptadecenoic acid (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"9-heptadecylenic acid (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"oleate (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"elaidate (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"(13Z)-octadecenoic acid (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"cis-vaccenic acid (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"(6Z,9Z)-octadecadienoic acid (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"nonadecylic acid (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"eicosanoate (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"cis-gondoic acid (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"(13Z)-eicosenoic acid (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"9-eicosenoic acid (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"8,11-eicosadienoic acid (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"mead acid (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"henicosanoic acid (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"behenic acid (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"cis-erucic acid (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"cis-cetoleic acid (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"tricosanoic acid (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"lignocerate (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"nervonic acid (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"cerotic acid (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"ximenic acid (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"linolenate (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"stearidonic acid (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"omega-3-arachidonic acid (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"DPA (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"(9Z,12Z,15Z,18Z,21Z)-TPA (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"(6Z,9Z,12Z,15Z,18Z,21Z)-THA (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"DHA (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"(11Z,14Z,17Z)-eicosatrienoic acid (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"13,16,19-docosatrienoic acid (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"gamma-linolenate (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"adrenic acid (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"(9Z,12Z,15Z,18Z)-TTA (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"(6Z,9Z,12Z,15Z,18Z)-TPA (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"(4Z,7Z,10Z,13Z,16Z)-DPA (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"(11Z,14Z)-eicosadienoic acid (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"(13Z,16Z)-docosadienoic acid (C_r)"	0.628673486138254	0	0.473002025406456	0.598134392800389	0.598134392800389	0.000758150113722517	0.00044404973357016	0.00111482720178372	0.000967117988394584	0.000967117988394584
"(R)-3-hydroxypalmitoyl-[ACP] (C_c)"	0.646988288966547	0	0.20396019168632	0.492873059629452	0.492873059629452	0.000758150113722517	0.000476190476190476	0.000646412411118293	0.000791765637371338	0.000791765637371338
"18-COOH-(16E)-dinor-LTE5-CoA (C_p)"	0.677594618932346	0.109433681742948	0	0.908403379189942	0.908403379189942	0.000728862973760933	0.000634920634920635	0.000475511174512601	0.00128205128205128	0.00128205128205128
"2-aminoadipate 6-semialdehyde (C_c)"	0.663260166508157	0	0.732992630335645	1.07558114171327	1.07558114171327	0.000728332119446468	0.00044404973357016	0.001194743130227	0.00161030595813205	0.00161030595813205
"methylamine (C_c)"	0.627677270501444	0	0.756639452326233	1.11847839941436	1.11847839941436	0.000727802037845706	0.00044404973357016	0.00133868808567604	0.00171232876712329	0.00171232876712329
"choline (C_c)"	0.624867006482836	0	0.473002025406456	0.756689051970178	0.756689051970178	0.000727272727272727	0.00044404973357016	0.00105708245243129	0.00116959064327485	0.00116959064327485
"chondroitin sulfate B - dermatan sulfate (IdoA2S-GalNAc4S), degradation product 3 (C_l)"	0.624867006482836	0.590540295912552	0			0.000726744186046512	0.00224215246636771	0.000475511174512601	0.000310462589257994	0.000310462589257994
"heparan sulfate, degradation product 16 (C_l)"	0.624867006482836	0.590540295912552	0			0.000726744186046512	0.00224215246636771	0.000475511174512601	0.000310462589257994	0.000310462589257994
"heparan sulfate, degradation product 22 (C_l)"	0.624867006482836	0.590540295912552	0			0.000726744186046512	0.00224215246636771	0.000475511174512601	0.000310462589257994	0.000310462589257994
"adenosine (C_l)"	0.626775270405526	0.56229699027365	0			0.000725163161711385	0.00224215246636771	0.000475511174512601	0.000310462589257994	0.000310462589257994
"uridine (C_l)"	0.626775270405526	0.56229699027365	0			0.000725163161711385	0.00224215246636771	0.000475511174512601	0.000310462589257994	0.000310462589257994
"cytidine (C_l)"	0.626775270405526	0.56229699027365	0			0.000725163161711385	0.00224215246636771	0.000475511174512601	0.000310462589257994	0.000310462589257994
"thymidine (C_l)"	0.626775270405526	0.56229699027365	0			0.000725163161711385	0.00224215246636771	0.000475511174512601	0.000310462589257994	0.000310462589257994
"guanosine (C_l)"	0.626775270405526	0.56229699027365	0			0.000725163161711385	0.00224215246636771	0.000475511174512601	0.000310462589257994	0.000310462589257994
"phenylalanine (C_s)"	0.628673486138254	0.489294169764924	0	0.102884467937293	0.102884467937293	0.000725163161711385	0.00218818380743982	0.000475511174512601	0.00049800796812749	0.00049800796812749
"dihydrobiopterin (C_c)"	0.503485481302255	0	1.27280859663409	0.498612058794384	0.498612058794384	0.000722021660649819	0.00044404973357016	0.00373134328358209	0.000910746812386157	0.000910746812386157
"chondroitin sulfate precursor (GalNAc-GlcA-(Gal)2-Xyl-L-Ser (protein)) (C_g)"	0.438505066205171	0.800327083279379	0	0.0092882916452126	0.0092882916452126	0.000721500721500722	0.00387596899224806	0.000475511174512601	0.000321853878339234	0.000321853878339234
"chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 4 (C_g)"	0.438505066205171	0.800327083279379	0	0.0092882916452126	0.0092882916452126	0.000721500721500722	0.00387596899224806	0.000475511174512601	0.000321853878339234	0.000321853878339234
"(15Z)-tetracosenoyl-CoA (C_c)"	0.704850903421081	0	0.11147792502026	0.578527697462713	0.578527697462713	0.000720461095100865	0.000476190476190476	0.000642260757867694	0.000747384155455904	0.000747384155455904
"(2E,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA (C_c)"	0.677594618932346	0	0.240664612218002	0.598134392800389	0.598134392800389	0.000719942404607631	0.00044404973357016	0.000767459708365311	0.000855431993156544	0.000855431993156544
"5-pp-inspP5 (C_n)"	0.627677270501444	0	0.783570169123749	0.623496039747072	0.623496039747072	0.000719424460431655	0.00044404973357016	0.00222222222222222	0.00102669404517454	0.00102669404517454
"myo-inositol-hexakisphosphate (C_n)"	0.627677270501444	0	0.783570169123749	0.623496039747072	0.623496039747072	0.000719424460431655	0.00044404973357016	0.00222222222222222	0.00102669404517454	0.00102669404517454
"Pi (C_n)"	0.627677270501444	0	0.783570169123749	0.623496039747072	0.623496039747072	0.000719424460431655	0.00044404973357016	0.00222222222222222	0.00102669404517454	0.00102669404517454
"dGTP (C_m)"	0.56523953771147	1.22467359263388	0	0.0204197599935346	0.0204197599935346	0.000717875089734386	0.00602409638554217	0.000475511174512601	0.00036036036036036	0.00036036036036036
"(6Z,9Z)-octadecadienoyl-CoA (C_c)"	0.68988046265319	0	0.0467817021080102	0.571832797144518	0.571832797144518	0.000717875089734386	0.000508646998982706	0.000513347022587269	0.000773993808049536	0.000773993808049536
"propane-1,2-diol (C_c)"	0.663260166508157	0	0.473880510543113	0.696674321781085	0.696674321781085	0.000716845878136201	0.00044404973357016	0.000955109837631328	0.00101214574898785	0.00101214574898785
"acetyl-CoA (C_p)"	0.646988288966547	0	0.657419422618373	1.02475205875932	1.02475205875932	0.000716332378223496	0.00044404973357016	0.00115606936416185	0.00177935943060498	0.00177935943060498
"3-sulfinoalanine (C_m)"	0.64305678041987	0.626701720385129	0			0.000716332378223496	0.0036231884057971	0.000475511174512601	0.000310462589257994	0.000310462589257994
"prostaglandin D2 (C_r)"	0.633838632195809	0.511872503752542	0			0.000715307582260372	0.00187265917602996	0.000475511174512601	0.000310462589257994	0.000310462589257994
"(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA (C_c)"	0.704850903421081	0	1.03397566001257	0.887562582678156	0.887562582678156	0.000714796283059328	0.00044404973357016	0.00227790432801822	0.00103950103950104	0.00103950103950104
"propanoate (C_c)"	0.651422571257384	0	0.578856932928335	0.624464407490501	0.624464407490501	0.000714285714285714	0.00044404973357016	0.000952380952380952	0.000799360511590727	0.000799360511590727
"dUMP (C_m)"	0.651422571257384	1.54384661062531	0	0.0124141674254514	0.0124141674254514	0.000713775874375446	0.00636942675159236	0.000475511174512601	0.000316555872111428	0.000316555872111428
"H2S2O3 (C_c)"	0.6299127165648	0	0.663940722133651	0.640676870023793	0.640676870023793	0.000713775874375446	0.00044404973357016	0.00172117039586919	0.00102774922918808	0.00102774922918808
"deamido-NAD (C_c)"	0.977365460055881	0.140777615096169	0	0.623295328053021	0.623295328053021	0.000713775874375446	0.000580383052814858	0.000485436893203883	0.000791765637371338	0.000791765637371338
"acetaldehyde (C_m)"	0.646988288966547	0	0.870987206873965	1.2157965182435	1.2157965182435	0.000712250712250712	0.00044404973357016	0.00140449438202247	0.00217864923747277	0.00217864923747277
"3,4-dihydroxyphenylethyleneglycol (C_c)"	0.651422571257384	0	0.819128948349456	1.13002943471972	1.13002943471972	0.000712250712250712	0.00044404973357016	0.0011454753722795	0.00132978723404255	0.00132978723404255
"20-hydroxy-LTE4 (C_p)"	0.651422571257384	0	1.06109018544125	1.13002943471972	1.13002943471972	0.000712250712250712	0.00044404973357016	0.00192678227360308	0.00132978723404255	0.00132978723404255
"DHAP (C_s)"	0.651422571257384	0	1.03397566001257	0.623167650709193	0.623167650709193	0.000712250712250712	0.00044404973357016	0.00189035916824197	0.000793021411578113	0.000793021411578113
"glycerone (C_s)"	0.651422571257384	0	1.03397566001257	0.623167650709193	0.623167650709193	0.000712250712250712	0.00044404973357016	0.00189035916824197	0.000793021411578113	0.000793021411578113
"retinyl-ester (C_c)"	0.651422571257384	0	0.0280518865902969	0.491335636947057	0.491335636947057	0.000712250712250712	0.000449438202247191	0.000557413600891862	0.000881834215167548	0.000881834215167548
"glucose-1,6-bisphosphate (C_c)"	0.628673486138254	0.511054649686029	0			0.000709219858156028	0.00186219739292365	0.000475511174512601	0.000310462589257994	0.000310462589257994
"O2-4a-cyclic-tetrahydrobiopterin (C_c)"	0.628673486138254	0	0.662520771605968	0.640676870023793	0.640676870023793	0.000709219858156028	0.00044404973357016	0.00171821305841924	0.00102145045965271	0.00102145045965271
"4alpha-hydroxytetrahydrobiopterin (C_n)"	0.628673486138254	0	0.662520771605968	0.640676870023793	0.640676870023793	0.000709219858156028	0.00044404973357016	0.00171821305841924	0.00102145045965271	0.00102145045965271
"O2-4a-cyclic-tetrahydrobiopterin (C_n)"	0.628673486138254	0	0.662520771605968	0.640676870023793	0.640676870023793	0.000709219858156028	0.00044404973357016	0.00171821305841924	0.00102145045965271	0.00102145045965271
"quinonoid dihydrobiopterin (C_c)"	0.628673486138254	0	0.662520771605968	0.640676870023793	0.640676870023793	0.000709219858156028	0.00044404973357016	0.00171821305841924	0.00102145045965271	0.00102145045965271
