""	"neglog10_reporter-p_Non-directional"	"neglog10_reporter-p_Distinct-directional (up)"	"neglog10_reporter-p_Distinct-directional (dn)"	"neglog10_reporter-p_Mixed-directional (up)"	"neglog10_reporter-p_Mixed-directional (dn)"	"inv_ConsRank_Non-directional"	"inv_ConsRank_Distinct-directional (up)"	"inv_ConsRank_Distinct-directional (dn)"	"inv_ConsRank_Mixed-directional (up)"	"inv_ConsRank_Mixed-directional (dn)"
"quinonoid dihydrobiopterin (C_n)"	0.628673486138254	0	0.662520771605968	0.640676870023793	0.640676870023793	0.000709219858156028	0.00044404973357016	0.00171821305841924	0.00102145045965271	0.00102145045965271
"malate (C_m)"	0.614536727549474	0	1.3629608094406	0.612859430534699	0.612859430534699	0.000706214689265537	0.00044404973357016	0.00421940928270042	0.0009765625	0.0009765625
"1,2-diacylglycerol-LD-PS pool (C_c)"	0.628673486138254	0	0.434211192737933	0.356448631437055	0.356448631437055	0.000706214689265537	0.00044404973357016	0.00103092783505155	0.000697350069735007	0.000697350069735007
"GA2 (C_c)"	0.649674436003297	1.34354722101037	0	0.0404434868764764	0.0404434868764764	0.000705218617771509	0.00649350649350649	0.000475511174512601	0.000377073906485671	0.000377073906485671
"CDP-ethanolamine (C_c)"	0.648532242890239	0.0328031579993522	0	0.708231675828481	0.708231675828481	0.000704721634954193	0.000566251415628539	0.000475511174512601	0.00107411385606874	0.00107411385606874
"D-proline (C_s)"	0.628673486138254	0.508022325235832	0			0.000704721634954193	0.0018348623853211	0.000475511174512601	0.000310462589257994	0.000310462589257994
"D-proline (C_c)"	0.628673486138254	0.508022325235832	0			0.000704721634954193	0.0018348623853211	0.000475511174512601	0.000310462589257994	0.000310462589257994
"4-aminobutyrate (C_l)"	0.628673486138254	0.508022325235832	0			0.000704721634954193	0.0018348623853211	0.000475511174512601	0.000310462589257994	0.000310462589257994
"D-alanine (C_l)"	0.628673486138254	0.508022325235832	0			0.000704721634954193	0.0018348623853211	0.000475511174512601	0.000310462589257994	0.000310462589257994
"D-proline (C_l)"	0.628673486138254	0.508022325235832	0			0.000704721634954193	0.0018348623853211	0.000475511174512601	0.000310462589257994	0.000310462589257994
"N-acetylornithine (C_c)"	0.628673486138254	0	0.656059942354289	0.634886568372423	0.634886568372423	0.000701754385964912	0.00044404973357016	0.00169204737732657	0.00100806451612903	0.00100806451612903
"N-acetyl-L-alanine (C_c)"	0.628673486138254	0	0.656059942354289	0.634886568372423	0.634886568372423	0.000701754385964912	0.00044404973357016	0.00169204737732657	0.00100806451612903	0.00100806451612903
"N-acetylmethionine (C_c)"	0.628673486138254	0	0.656059942354289	0.634886568372423	0.634886568372423	0.000701754385964912	0.00044404973357016	0.00169204737732657	0.00100806451612903	0.00100806451612903
"N-acetyl-D-mannosamine (C_r)"	0.581566119919676	0	0.848476932435056	0.584842950913181	0.584842950913181	0.000701754385964912	0.00044404973357016	0.0022271714922049	0.000909918107370337	0.000909918107370337
"S-(2-methylpropanoyl)-dihydrolipoamide (C_m)"	0.646988288966547	0.0759792995259324	0	0.41180675344135	0.41180675344135	0.000699790062981106	0.000561797752808989	0.000485436893203883	0.000671591672263264	0.000671591672263264
"(2E)-docosenoyl-CoA (C_c)"	0.646988288966547	0	0.446165500590312	0.491335636947057	0.491335636947057	0.000699790062981106	0.00044404973357016	0.0012970168612192	0.000789889415481833	0.000789889415481833
"valine (C_c)"	0.610001577392667	0.4122329282073	0	0.145505703496795	0.145505703496795	0.000698812019566737	0.00151515151515152	0.000475511174512601	0.000525762355415352	0.000525762355415352
"activation-ppara (C_s)"	0.69888315412437	0.491685798423821	0	0.115618177039552	0.115618177039552	0.000698324022346369	0.000766283524904215	0.000475511174512601	0.000452488687782805	0.000452488687782805
"4-hydroxyestrone (C_l)"	0.721772442405258	0	0.747826844228466	1.51926026440643	1.51926026440643	0.000697836706210747	0.000501504513540622	0.000807102502017756	0.00328947368421053	0.00328947368421053
"4-hydroxyestrone (C_r)"	0.721772442405258	0	0.747826844228466	1.51926026440643	1.51926026440643	0.000697836706210747	0.000501504513540622	0.000807102502017756	0.00328947368421053	0.00328947368421053
"2-hydroxyestrone (C_l)"	0.721772442405258	0	0.747826844228466	1.51926026440643	1.51926026440643	0.000697836706210747	0.000501504513540622	0.000807102502017756	0.00328947368421053	0.00328947368421053
"indoleacetate (C_c)"	0.656492937885574	0	0.473002025406456	1.07558114171327	1.07558114171327	0.000696378830083565	0.00044404973357016	0.000814332247557003	0.00161030595813205	0.00161030595813205
"selenide (C_c)"	0.68988046265319	0.409760221691033	0	0.139811775972965	0.139811775972965	0.000696378830083565	0.000955109837631328	0.000475511174512601	0.000482625482625483	0.000482625482625483
"proline (C_s)"	0.48063147296	0.500120551043568	0	0.0366466844284624	0.0366466844284624	0.000696378830083565	0.00189035916824197	0.000475511174512601	0.00042571306939123	0.00042571306939123
"cAMP (C_c)"	0.849642742001481	0	0.269823575836519	1.26366725205141	1.26366725205141	0.000694927032661571	0.000501504513540622	0.000621890547263682	0.00177619893428064	0.00177619893428064
"cGMP (C_c)"	0.849642742001481	0	0.269823575836519	1.26366725205141	1.26366725205141	0.000694927032661571	0.000501504513540622	0.000621890547263682	0.00177619893428064	0.00177619893428064
"Na+ (C_s)"	0.611667852142784	0.727392666879174	0	0.187842304644824	0.187842304644824	0.000693962526023595	0.00284900284900285	0.000475511174512601	0.000560538116591928	0.000560538116591928
"fumarate (C_c)"	0.646468440922238	0	0.281299063010909	0.619173943163659	0.619173943163659	0.000693481276005548	0.00044404973357016	0.000775193798449612	0.000889679715302491	0.000889679715302491
"PPi (C_p)"	0.646988288966547	0	1.23896721897661	1.04299165729343	1.04299165729343	0.000693000693000693	0.00044404973357016	0.00232018561484919	0.0012987012987013	0.0012987012987013
"lipid droplet (C_c)"	0.646930497334547	0	0.0196193426894755	0.822636675249639	0.822636675249639	0.000693000693000693	0.000563380281690141	0.000492853622474125	0.00108342361863489	0.00108342361863489
"dihydrofolate (C_c)"	0.63391340098	0	0.0314563478578863	0.558509101462717	0.558509101462717	0.000692041522491349	0.000476190476190476	0.000502260170768458	0.000867302688638335	0.000867302688638335
"acetoacetate (C_m)"	0.64305678041987	0	1.41540872920413	1.11856398423828	1.11856398423828	0.000691562932226833	0.00044404973357016	0.00326797385620915	0.00170357751277683	0.00170357751277683
"1-phosphatidyl-1D-myo-inositol-5-phosphate (C_c)"	0.645046853787444	0	0.130058730049953	0.446238301609996	0.446238301609996	0.000691562932226833	0.000476190476190476	0.000649350649350649	0.000697350069735007	0.000697350069735007
"biliverdin (C_c)"	0.949079163064597	0.409760221691033	0	0.178296550232992	0.178296550232992	0.00069060773480663	0.000599520383693046	0.000495785820525533	0.000554016620498615	0.000554016620498615
"anhydroretinol (C_c)"	0.646930497334547	0	0.473880510543113	0.598134392800389	0.598134392800389	0.000690131124913734	0.00044404973357016	0.00117924528301887	0.000855431993156544	0.000855431993156544
"propanoate (C_m)"	0.637423287539461	0	1.60058589463623	0.655745307443066	0.655745307443066	0.000689655172413793	0.00044404973357016	0.00335570469798658	0.000884173297966401	0.000884173297966401
"dehydroalanine (C_c)"	0.628673486138254	0.226337865841782	0	0.540562275588272	0.540562275588272	0.000689179875947622	0.000918273645546373	0.000475511174512601	0.000851063829787234	0.000851063829787234
"(2E)-eicosenoyl-CoA (C_c)"	0.628673486138254	0	0.889915577113076	0.576573890286863	0.576573890286863	0.000689179875947622	0.00044404973357016	0.00284900284900285	0.000857632933104631	0.000857632933104631
"5-oxo-12(R)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA (C_c)"	0.63391340098	0	1.07609312597915	0.996367162995592	0.996367162995592	0.000689179875947622	0.00044404973357016	0.00284090909090909	0.00151975683890578	0.00151975683890578
"5-oxo-12(R)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA (C_r)"	0.63391340098	0	1.07609312597915	0.996367162995592	0.996367162995592	0.000689179875947622	0.00044404973357016	0.00284090909090909	0.00151975683890578	0.00151975683890578
"5-oxo-12(S)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA (C_c)"	0.63391340098	0	1.07609312597915	0.996367162995592	0.996367162995592	0.000689179875947622	0.00044404973357016	0.00284090909090909	0.00151975683890578	0.00151975683890578
"5-oxo-12(S)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA (C_r)"	0.63391340098	0	1.07609312597915	0.996367162995592	0.996367162995592	0.000689179875947622	0.00044404973357016	0.00284090909090909	0.00151975683890578	0.00151975683890578
"20-CoA-20-oxo-LTB4 (C_c)"	0.63391340098	0	1.07609312597915	0.996367162995592	0.996367162995592	0.000689179875947622	0.00044404973357016	0.00284090909090909	0.00151975683890578	0.00151975683890578
"20-CoA-20-oxo-LTB4 (C_r)"	0.63391340098	0	1.07609312597915	0.996367162995592	0.996367162995592	0.000689179875947622	0.00044404973357016	0.00284090909090909	0.00151975683890578	0.00151975683890578
"10,11-dihydro-LTB4-CoA (C_c)"	0.63391340098	0	1.07609312597915	0.996367162995592	0.996367162995592	0.000689179875947622	0.00044404973357016	0.00284090909090909	0.00151975683890578	0.00151975683890578
"10,11-dihydro-LTB4-CoA (C_r)"	0.63391340098	0	1.07609312597915	0.996367162995592	0.996367162995592	0.000689179875947622	0.00044404973357016	0.00284090909090909	0.00151975683890578	0.00151975683890578
"2-hydroxyphytanoyl-CoA (C_p)"	0.628673486138254	0	0.916175003946663	0.632494990581888	0.632494990581888	0.000689179875947622	0.00044404973357016	0.00187617260787992	0.000969932104752667	0.000969932104752667
"2(S)-pristanal (C_p)"	0.628673486138254	0	0.916175003946663	0.632494990581888	0.632494990581888	0.000689179875947622	0.00044404973357016	0.00187617260787992	0.000969932104752667	0.000969932104752667
"4,8,12-trimethyltridecanoyl-CoA (C_p)"	0.627677270501444	0.228669791700493	0	0.461665093282886	0.461665093282886	0.000689179875947622	0.000773993808049536	0.000475511174512601	0.000736919675755343	0.000736919675755343
"H+ (C_l)"	0.628673486138254	0.169411331314856	0	1.51926026440643	1.51926026440643	0.000683060109289617	0.00162866449511401	0.000475511174512601	0.00328947368421053	0.00328947368421053
"(7Z)-octadecenoyl-CoA (C_c)"	0.656532322530736	0.126708468399941	0	0.433185536495499	0.433185536495499	0.00068259385665529	0.0008110300081103	0.000475511174512601	0.000704721634954193	0.000704721634954193
"D-xylose (C_c)"	0.578461880309915	0.552919528168997	0			0.000682128240109141	0.00211416490486258	0.000475511174512601	0.000310462589257994	0.000310462589257994
"adenine (C_l)"	0.624867006482836	0.480907386509644	0			0.000682128240109141	0.00177935943060498	0.000475511174512601	0.000310462589257994	0.000310462589257994
"L-carnitine (C_s)"	0.62238416944022	0.477151656397467	0			0.000681198910081744	0.00177304964539007	0.000475511174512601	0.000310462589257994	0.000310462589257994
"(5-L-glutamyl)-L-amino acid (C_s)"	0.56332858794935	0	0.675121056888006	0.567656158719274	0.567656158719274	0.00068073519400953	0.00044404973357016	0.00186915887850467	0.000896860986547085	0.000896860986547085
"3-oxooctadecanoyl-CoA (C_c)"	0.651422571257384	0.171823637916452	0	0.35314554733782	0.35314554733782	0.00068073519400953	0.000778210116731518	0.000475511174512601	0.000671140939597315	0.000671140939597315
"lc4Cer (C_c)"	0.646988288966547	0	0.473880510543113	0.660707597231235	0.660707597231235	0.00068073519400953	0.00044404973357016	0.00118203309692671	0.000982318271119843	0.000982318271119843
"ethanol (C_p)"	0.618866861682949	0	0.625563285018288	0.610851642302622	0.610851642302622	0.000679347826086957	0.00044404973357016	0.00147275405007364	0.000921658986175115	0.000921658986175115
"acetaldehyde (C_p)"	0.618866861682949	0	0.625563285018288	0.610851642302622	0.610851642302622	0.000679347826086957	0.00044404973357016	0.00147275405007364	0.000921658986175115	0.000921658986175115
"cinnavalininate (C_c)"	0.618866861682949	0	0.625563285018288	0.610851642302622	0.610851642302622	0.000679347826086957	0.00044404973357016	0.00147275405007364	0.000921658986175115	0.000921658986175115
"thiosulfate (C_c)"	0.500134288670909	0	0.748629494503298	0.491335636947057	0.491335636947057	0.000677966101694915	0.00044404973357016	0.0021551724137931	0.000874890638670166	0.000874890638670166
"UDP (C_g)"	0.624867006482836	1.34354722101037	0	0.0380002323210834	0.0380002323210834	0.000677506775067751	0.00520833333333333	0.000475511174512601	0.000367647058823529	0.000367647058823529
"heparan sulfate, degradation product 4 (C_l)"	0.56332858794935	0.527185063781897	0			0.000677048070412999	0.0020746887966805	0.000475511174512601	0.000310462589257994	0.000310462589257994
"keratan sulfate I (C_g)"	0.615091302169721	0.473583176947616	0			0.0006765899864682	0.00176991150442478	0.000475511174512601	0.000310462589257994	0.000310462589257994
"keratan sulfate II (core 2-linked) (C_g)"	0.615091302169721	0.473583176947616	0			0.0006765899864682	0.00176991150442478	0.000475511174512601	0.000310462589257994	0.000310462589257994
"keratan sulfate II (core 4-linked) (C_g)"	0.615091302169721	0.473583176947616	0			0.0006765899864682	0.00176991150442478	0.000475511174512601	0.000310462589257994	0.000310462589257994
"11,12-EET (C_c)"	0.638140007510706	0	1.05403437805298	0.979721605888073	0.979721605888073	0.000675219446320054	0.00044404973357016	0.00211416490486258	0.00122249388753056	0.00122249388753056
"14,15-EET (C_c)"	0.638140007510706	0	1.05403437805298	0.979721605888073	0.979721605888073	0.000675219446320054	0.00044404973357016	0.00211416490486258	0.00122249388753056	0.00122249388753056
"7alpha-hydroxycholesterol (C_r)"	0.613608060649889	0.47158469806386	0			0.000674308833445718	0.00174216027874564	0.000475511174512601	0.000310462589257994	0.000310462589257994
"nonadecanoyl-CoA (C_c)"	0.651422571257384	0	0.0831356397403446	0.627990647547337	0.627990647547337	0.000673854447439353	0.000508646998982706	0.000556483027267668	0.000870322019147084	0.000870322019147084
"heneicosanoyl-CoA (C_c)"	0.651422571257384	0	0.0831356397403446	0.627990647547337	0.627990647547337	0.000673854447439353	0.000508646998982706	0.000556483027267668	0.000870322019147084	0.000870322019147084
"1D-myo-inositol-1,3,4,6-tetrakisphosphate (C_c)"	0.556205229697294	0.540260818260441	0			0.000672947510094213	0.00206185567010309	0.000475511174512601	0.000310462589257994	0.000310462589257994
"(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA (C_c)"	0.632159728710186	0	1.00976773362425	0.908403379189942	0.908403379189942	0.000672494956287828	0.00044404973357016	0.00192307692307692	0.00104166666666667	0.00104166666666667
"NADPH (C_n)"	0.649868326127462	0.187039875700383	0	0.442637185910346	0.442637185910346	0.000672043010752688	0.000736377025036819	0.000475511174512601	0.000738007380073801	0.000738007380073801
"xanthine (C_p)"	0.597051170655595	0	0.595508382241314	0.598134392800389	0.598134392800389	0.000671591672263264	0.00044404973357016	0.00146198830409357	0.000916590284142988	0.000916590284142988
"urate (C_p)"	0.597051170655595	0	0.595508382241314	0.598134392800389	0.598134392800389	0.000671591672263264	0.00044404973357016	0.00146198830409357	0.000916590284142988	0.000916590284142988
"hypoxanthine (C_p)"	0.597051170655595	0	0.595508382241314	0.598134392800389	0.598134392800389	0.000671591672263264	0.00044404973357016	0.00146198830409357	0.000916590284142988	0.000916590284142988
"tricosanoyl-CoA (C_c)"	0.628673486138254	0	1.06109018544125	0.887562582678156	0.887562582678156	0.000670241286863271	0.00044404973357016	0.00213219616204691	0.00101626016260163	0.00101626016260163
"hexacosanoyl-CoA (C_c)"	0.628673486138254	0	1.06109018544125	0.887562582678156	0.887562582678156	0.000670241286863271	0.00044404973357016	0.00213219616204691	0.00101626016260163	0.00101626016260163
"4(R)-hydroxy-dodec-(6Z)-enoate (C_m)"	0.628673486138254	0	0.978273335586223	0.908403379189942	0.908403379189942	0.000670241286863271	0.00044404973357016	0.00196463654223969	0.00123762376237624	0.00123762376237624
"4(S)-hydroxy-dodec-(6Z)-enoate (C_m)"	0.628673486138254	0	0.978273335586223	0.908403379189942	0.908403379189942	0.000670241286863271	0.00044404973357016	0.00196463654223969	0.00123762376237624	0.00123762376237624
"L-erythro-4-hydroxyglutamate (C_m)"	0.563789630912945	0.590540295912552	0			0.000668449197860963	0.00280898876404494	0.000475511174512601	0.000310462589257994	0.000310462589257994
"galactose (C_c)"	0.544454738543622	1.1425710044056	0	0.0131163485879475	0.0131163485879475	0.000668002672010688	0.00427350427350427	0.000475511174512601	0.000321853878339234	0.000321853878339234
"12,15,18,21-tetracosatetraenoyl-CoA (C_c)"	0.646988288966547	0	1.02236326229458	0.805679954696578	0.805679954696578	0.000667556742323097	0.00044404973357016	0.00224215246636771	0.000987166831194472	0.000987166831194472
"(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA (C_c)"	0.646988288966547	0	1.02236326229458	0.805679954696578	0.805679954696578	0.000667556742323097	0.00044404973357016	0.00224215246636771	0.000987166831194472	0.000987166831194472
