""	"neglog10_reporter-p_Non-directional"	"neglog10_reporter-p_Distinct-directional (up)"	"neglog10_reporter-p_Distinct-directional (dn)"	"neglog10_reporter-p_Mixed-directional (up)"	"neglog10_reporter-p_Mixed-directional (dn)"	"inv_ConsRank_Non-directional"	"inv_ConsRank_Distinct-directional (up)"	"inv_ConsRank_Distinct-directional (dn)"	"inv_ConsRank_Mixed-directional (up)"	"inv_ConsRank_Mixed-directional (dn)"
"glucosylceramide pool (C_l)"	1.55534636899976	1.97728301994897	0			0.00613496932515337	0.0151515151515152	0.000542005420054201	0.000305343511450382	0.000305343511450382
"acetyl-[ACP] (C_c)"	1.69940451611004	0	0.212206670350214	1.00128306217018	1.00128306217018	0.00609756097560976	0.000407166123778502	0.00105820105820106	0.00280898876404494	0.00280898876404494
"butyryl-[ACP] (C_c)"	1.69940451611004	0	0.212206670350214	1.00128306217018	1.00128306217018	0.00609756097560976	0.000407166123778502	0.00105820105820106	0.00280898876404494	0.00280898876404494
"glycerate (C_m)"	1.51898757904343	0.140165467725365	0	0.706350220784165	0.706350220784165	0.00602409638554217	0.000531632110579479	0.000636132315521629	0.00163398692810458	0.00163398692810458
"PC-LD pool (C_c)"	1.6680263828625	0.335546071418842	0	0.715727220142275	0.715727220142275	0.00602409638554217	0.00112233445566779	0.000542005420054201	0.00144508670520231	0.00144508670520231
"phosphatidate-LD-SM pool (C_c)"	1.55534636899976	0.020624649174147	0	1.22337144657985	1.22337144657985	0.00595238095238095	0.000489476260401371	0.000556792873051225	0.00305810397553517	0.00305810397553517
"(S)-3-hydroxybutyryl-CoA (C_m)"	1.51898757904343	0	2.07495620172364	1.4310477128049	1.4310477128049	0.00591715976331361	0.000391389432485323	0.00657894736842105	0.00480769230769231	0.00480769230769231
"(S)-hydroxydecanoyl-CoA (C_m)"	1.51898757904343	0	2.07495620172364	1.4310477128049	1.4310477128049	0.00591715976331361	0.000391389432485323	0.00657894736842105	0.00480769230769231	0.00480769230769231
"(S)-hydroxyoctanoyl-CoA (C_m)"	1.51898757904343	0	2.07495620172364	1.4310477128049	1.4310477128049	0.00591715976331361	0.000391389432485323	0.00657894736842105	0.00480769230769231	0.00480769230769231
"(S)-hydroxyhexanoyl-CoA (C_m)"	1.51898757904343	0	2.07495620172364	1.4310477128049	1.4310477128049	0.00591715976331361	0.000391389432485323	0.00657894736842105	0.00480769230769231	0.00480769230769231
"3-hydroxyundecanoyl-CoA (C_m)"	1.51898757904343	0	2.07495620172364	1.4310477128049	1.4310477128049	0.00591715976331361	0.000391389432485323	0.00657894736842105	0.00480769230769231	0.00480769230769231
"3-hydroxynonanoyl-CoA (C_m)"	1.51898757904343	0	2.07495620172364	1.4310477128049	1.4310477128049	0.00591715976331361	0.000391389432485323	0.00657894736842105	0.00480769230769231	0.00480769230769231
"3-hydroxyheptanoyl-CoA (C_m)"	1.51898757904343	0	2.07495620172364	1.4310477128049	1.4310477128049	0.00591715976331361	0.000391389432485323	0.00657894736842105	0.00480769230769231	0.00480769230769231
"3-hydroxypentanoyl-CoA (C_m)"	1.51898757904343	0	2.07495620172364	1.4310477128049	1.4310477128049	0.00591715976331361	0.000391389432485323	0.00657894736842105	0.00480769230769231	0.00480769230769231
"Ca2+ (C_c)"	1.51917413474094	1.74714696902011	0	0.287476565122305	0.287476565122305	0.00591715976331361	0.0126582278481013	0.000542005420054201	0.000596302921884317	0.000596302921884317
"Ca2+ (C_s)"	1.51917413474094	1.74714696902011	0	0.287476565122305	0.287476565122305	0.00591715976331361	0.0126582278481013	0.000542005420054201	0.000596302921884317	0.000596302921884317
"lactose (C_s)"	1.508190233408	1.47895349406424	0			0.00558659217877095	0.0108695652173913	0.000542005420054201	0.000305343511450382	0.000305343511450382
"LacCer pool (C_s)"	1.508190233408	1.47895349406424	0			0.00558659217877095	0.0108695652173913	0.000542005420054201	0.000305343511450382	0.000305343511450382
"hexadecenal (C_c)"	1.508190233408	1.47895349406424	0			0.00558659217877095	0.0108695652173913	0.000542005420054201	0.000305343511450382	0.000305343511450382
"acrylyl-CoA (C_m)"	1.4522868137683	0	1.93341320352931	1.35238233953549	1.35238233953549	0.00549450549450549	0.000391389432485323	0.00662251655629139	0.0045662100456621	0.0045662100456621
"3-methylglutaconyl-CoA (C_m)"	1.55534636899976	0	2.05206169176452	1.4788880794022	1.4788880794022	0.00549450549450549	0.000391389432485323	0.00666666666666667	0.00595238095238095	0.00595238095238095
"(S)-3-hydroxy-2-methylbutyryl-CoA (C_m)"	1.51423599771505	0	2.67454591394374	1.87801362094916	1.87801362094916	0.00549450549450549	0.000391389432485323	0.0188679245283019	0.0149253731343284	0.0149253731343284
"3(S),12(R)-dihydroxy-5-oxo-eicosa-(8E,10E,14Z)-trienoyl-CoA (C_m)"	1.51423599771505	0	2.67454591394374	1.87801362094916	1.87801362094916	0.00549450549450549	0.000391389432485323	0.0188679245283019	0.0149253731343284	0.0149253731343284
"3(S),12(R)-dihydroxy-5-oxo-eicosa-(8E,10E,14Z)-trienoyl-CoA (C_p)"	1.51423599771505	0	2.67454591394374	1.87801362094916	1.87801362094916	0.00549450549450549	0.000391389432485323	0.0188679245283019	0.0149253731343284	0.0149253731343284
"3(S),12(S)-dihydroxy-5-oxo-eicosa-(8E,10E,14Z)-trienoyl-CoA (C_m)"	1.51423599771505	0	2.67454591394374	1.87801362094916	1.87801362094916	0.00549450549450549	0.000391389432485323	0.0188679245283019	0.0149253731343284	0.0149253731343284
"3(S),12(S)-dihydroxy-5-oxo-eicosa-(8E,10E,14Z)-trienoyl-CoA (C_p)"	1.51423599771505	0	2.67454591394374	1.87801362094916	1.87801362094916	0.00549450549450549	0.000391389432485323	0.0188679245283019	0.0149253731343284	0.0149253731343284
"20-CoA-20-oxo-18r-hydroxy-LTB4 (C_m)"	1.51423599771505	0	2.67454591394374	1.87801362094916	1.87801362094916	0.00549450549450549	0.000391389432485323	0.0188679245283019	0.0149253731343284	0.0149253731343284
"20-CoA-20-oxo-18r-hydroxy-LTB4 (C_p)"	1.51423599771505	0	2.67454591394374	1.87801362094916	1.87801362094916	0.00549450549450549	0.000391389432485323	0.0188679245283019	0.0149253731343284	0.0149253731343284
"3(S),5(S),12(R)-trihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA (C_m)"	1.51423599771505	0	2.67454591394374	1.87801362094916	1.87801362094916	0.00549450549450549	0.000391389432485323	0.0188679245283019	0.0149253731343284	0.0149253731343284
"3(S),5(S),12(R)-trihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA (C_p)"	1.51423599771505	0	2.67454591394374	1.87801362094916	1.87801362094916	0.00549450549450549	0.000391389432485323	0.0188679245283019	0.0149253731343284	0.0149253731343284
"3(S),8(R)-dihydroxy-(6E,10Z)-hexadecadienoate (C_m)"	1.51423599771505	0	2.67454591394374	1.87801362094916	1.87801362094916	0.00549450549450549	0.000391389432485323	0.0188679245283019	0.0149253731343284	0.0149253731343284
"3(S),6(R)-dihydroxy-tetradec-(8Z)-enoate (C_m)"	1.51423599771505	0	2.67454591394374	1.87801362094916	1.87801362094916	0.00549450549450549	0.000391389432485323	0.0188679245283019	0.0149253731343284	0.0149253731343284
"3(S),8(S)-dihydroxy-(6E,10Z)-hexadecadienoate (C_m)"	1.51423599771505	0	2.67454591394374	1.87801362094916	1.87801362094916	0.00549450549450549	0.000391389432485323	0.0188679245283019	0.0149253731343284	0.0149253731343284
"3(S),6(S)-dihydroxy-tetradec-(8Z)-enoate (C_m)"	1.51423599771505	0	2.67454591394374	1.87801362094916	1.87801362094916	0.00549450549450549	0.000391389432485323	0.0188679245283019	0.0149253731343284	0.0149253731343284
"3(S)-hydroxy-4(R),8-dimethyl-nonanoyl-CoA (C_m)"	1.51423599771505	0	2.67454591394374	1.87801362094916	1.87801362094916	0.00549450549450549	0.000391389432485323	0.0188679245283019	0.0149253731343284	0.0149253731343284
"3(S)-hydroxy-2(S),6-dimethyl-heptanoyl-CoA (C_m)"	1.51423599771505	0	2.67454591394374	1.87801362094916	1.87801362094916	0.00549450549450549	0.000391389432485323	0.0188679245283019	0.0149253731343284	0.0149253731343284
"3(S)-hydroxy-4-methyl-pentanoyl-CoA (C_m)"	1.51423599771505	0	2.67454591394374	1.87801362094916	1.87801362094916	0.00549450549450549	0.000391389432485323	0.0188679245283019	0.0149253731343284	0.0149253731343284
"11-carboxy-alpha-tocotrienol (C_m)"	1.51684079028302	0	2.50583148650969	1.35917086913861	1.35917086913861	0.00549450549450549	0.000391389432485323	0.0131578947368421	0.00574712643678161	0.00574712643678161
"9-carboxy-alpha-tocotrienol (C_m)"	1.51684079028302	0	2.50583148650969	1.35917086913861	1.35917086913861	0.00549450549450549	0.000391389432485323	0.0131578947368421	0.00574712643678161	0.00574712643678161
"5-carboxy-alpha-chromanol (C_m)"	1.51684079028302	0	2.50583148650969	1.35917086913861	1.35917086913861	0.00549450549450549	0.000391389432485323	0.0131578947368421	0.00574712643678161	0.00574712643678161
"11-carboxy-gamma-tocotrienol (C_m)"	1.51684079028302	0	2.50583148650969	1.35917086913861	1.35917086913861	0.00549450549450549	0.000391389432485323	0.0131578947368421	0.00574712643678161	0.00574712643678161
"9-carboxy-gamma-tocotrienol (C_m)"	1.51684079028302	0	2.50583148650969	1.35917086913861	1.35917086913861	0.00549450549450549	0.000391389432485323	0.0131578947368421	0.00574712643678161	0.00574712643678161
"7-carboxy-gamma-tocotrienol (C_m)"	1.51684079028302	0	2.50583148650969	1.35917086913861	1.35917086913861	0.00549450549450549	0.000391389432485323	0.0131578947368421	0.00574712643678161	0.00574712643678161
"5-carboxy-gamma-chromanol (C_m)"	1.51684079028302	0	2.50583148650969	1.35917086913861	1.35917086913861	0.00549450549450549	0.000391389432485323	0.0131578947368421	0.00574712643678161	0.00574712643678161
"H+ (C_r)"	1.88924199112011	0.0724397388171138	0	1.07878708557984	1.07878708557984	0.00483091787439614	0.000475059382422803	0.000639386189258312	0.00216919739696312	0.00216919739696312
"NADH (C_r)"	2.16120756006378	0.506360740321338	0	0.630895514428371	0.630895514428371	0.00483091787439614	0.000748502994011976	0.000636132315521629	0.00125156445556946	0.00125156445556946
"NAD+ (C_r)"	2.16120756006378	0.506360740321338	0	0.630895514428371	0.630895514428371	0.00483091787439614	0.000748502994011976	0.000636132315521629	0.00125156445556946	0.00125156445556946
"HCO3- (C_c)"	1.51898757904343	0	0.0229718223728035	1.14806932135973	1.14806932135973	0.00476190476190476	0.000455166135639508	0.000596658711217184	0.00240963855421687	0.00240963855421687
"(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA (C_m)"	1.51684079028302	0	10	1.4788880794022	1.4788880794022	0.004739336492891	0.000391389432485323	0.0142857142857143	0.00740740740740741	0.00740740740740741
"(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA  (C_m)"	1.51684079028302	0	10	1.4788880794022	1.4788880794022	0.004739336492891	0.000391389432485323	0.0142857142857143	0.00740740740740741	0.00740740740740741
"(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA (C_m)"	1.51684079028302	0	10	1.4788880794022	1.4788880794022	0.004739336492891	0.000391389432485323	0.0142857142857143	0.00740740740740741	0.00740740740740741
"(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA (C_m)"	1.51684079028302	0	10	1.4788880794022	1.4788880794022	0.004739336492891	0.000391389432485323	0.0142857142857143	0.00740740740740741	0.00740740740740741
"1,2-diacylglycerol-LD-PC pool (C_c)"	1.64115180990392	0	0.429877548595588	1.37911473066809	1.37911473066809	0.00465116279069767	0.000391389432485323	0.00156494522691706	0.00436681222707424	0.00436681222707424
"fructose-6-phosphate (C_c)"	1.51423599771505	0	0.994948250006004	1.4310477128049	1.4310477128049	0.00462962962962963	0.000391389432485323	0.00161550888529887	0.00483091787439614	0.00483091787439614
"GTP (C_m)"	1.51898757904343	0	0.234659338410131	1.5733423719042	1.5733423719042	0.00462962962962963	0.000407166123778502	0.000765696784073507	0.00917431192660551	0.00917431192660551
"trans,cis-lauro-2,6-dienoyl-CoA (C_m)"	1.51898757904343	0	2.14750170782384	1.41277185268718	1.41277185268718	0.00462962962962963	0.000391389432485323	0.00943396226415094	0.00574712643678161	0.00574712643678161
"glycerol (C_m)"	1.51684079028302	0	1.37575916925837	1.4310477128049	1.4310477128049	0.0045662100456621	0.000391389432485323	0.00325732899022801	0.00442477876106195	0.00442477876106195
"threonine (C_c)"	1.51898757904343	0.538816728735412	0	0.790726327215124	0.790726327215124	0.00454545454545455	0.00148367952522255	0.000542005420054201	0.00183823529411765	0.00183823529411765
"serine (C_c)"	1.51423599771505	0.42076533265185	0	1.14119220459287	1.14119220459287	0.00452488687782805	0.000753012048192771	0.000542005420054201	0.00255754475703325	0.00255754475703325
"androsterone-glucuronide (C_c)"	1.46528870660967	1.43630537965976	0			0.0045045045045045	0.0104166666666667	0.000542005420054201	0.000305343511450382	0.000305343511450382
"androsterone-glucuronide (C_s)"	1.46528870660967	1.43630537965976	0			0.0045045045045045	0.0104166666666667	0.000542005420054201	0.000305343511450382	0.000305343511450382
"etiocholan-3alpha-ol-17-one 3-glucuronide (C_c)"	1.46528870660967	1.43630537965976	0			0.0045045045045045	0.0104166666666667	0.000542005420054201	0.000305343511450382	0.000305343511450382
"etiocholan-3alpha-ol-17-one 3-glucuronide (C_s)"	1.46528870660967	1.43630537965976	0			0.0045045045045045	0.0104166666666667	0.000542005420054201	0.000305343511450382	0.000305343511450382
"16-glucuronide-estriol (C_c)"	1.46528870660967	1.43630537965976	0			0.0045045045045045	0.0104166666666667	0.000542005420054201	0.000305343511450382	0.000305343511450382
"16-glucuronide-estriol (C_s)"	1.46528870660967	1.43630537965976	0			0.0045045045045045	0.0104166666666667	0.000542005420054201	0.000305343511450382	0.000305343511450382
"isobutyryl-CoA (C_m)"	1.59133612593619	0	0.84043280676638	1.6899017281438	1.6899017281438	0.0043859649122807	0.000391389432485323	0.00157977883096367	0.0114942528735632	0.0114942528735632
"alanine (C_l)"	1.51898757904343	1.12952001205599	0	0.630895514428371	0.630895514428371	0.0043859649122807	0.00917431192660551	0.000542005420054201	0.0015748031496063	0.0015748031496063
"arginine (C_l)"	1.51898757904343	1.12952001205599	0	0.630895514428371	0.630895514428371	0.0043859649122807	0.00917431192660551	0.000542005420054201	0.0015748031496063	0.0015748031496063
"asparagine (C_l)"	1.51898757904343	1.12952001205599	0	0.630895514428371	0.630895514428371	0.0043859649122807	0.00917431192660551	0.000542005420054201	0.0015748031496063	0.0015748031496063
"aspartate (C_l)"	1.51898757904343	1.12952001205599	0	0.630895514428371	0.630895514428371	0.0043859649122807	0.00917431192660551	0.000542005420054201	0.0015748031496063	0.0015748031496063
"glutamate (C_l)"	1.51898757904343	1.12952001205599	0	0.630895514428371	0.630895514428371	0.0043859649122807	0.00917431192660551	0.000542005420054201	0.0015748031496063	0.0015748031496063
"glutamine (C_l)"	1.51898757904343	1.12952001205599	0	0.630895514428371	0.630895514428371	0.0043859649122807	0.00917431192660551	0.000542005420054201	0.0015748031496063	0.0015748031496063
"glycine (C_l)"	1.51898757904343	1.12952001205599	0	0.630895514428371	0.630895514428371	0.0043859649122807	0.00917431192660551	0.000542005420054201	0.0015748031496063	0.0015748031496063
"histidine (C_l)"	1.51898757904343	1.12952001205599	0	0.630895514428371	0.630895514428371	0.0043859649122807	0.00917431192660551	0.000542005420054201	0.0015748031496063	0.0015748031496063
"leucine (C_l)"	1.51898757904343	1.12952001205599	0	0.630895514428371	0.630895514428371	0.0043859649122807	0.00917431192660551	0.000542005420054201	0.0015748031496063	0.0015748031496063
"lysine (C_l)"	1.51898757904343	1.12952001205599	0	0.630895514428371	0.630895514428371	0.0043859649122807	0.00917431192660551	0.000542005420054201	0.0015748031496063	0.0015748031496063
"methionine (C_l)"	1.51898757904343	1.12952001205599	0	0.630895514428371	0.630895514428371	0.0043859649122807	0.00917431192660551	0.000542005420054201	0.0015748031496063	0.0015748031496063
"phenylalanine (C_l)"	1.51898757904343	1.12952001205599	0	0.630895514428371	0.630895514428371	0.0043859649122807	0.00917431192660551	0.000542005420054201	0.0015748031496063	0.0015748031496063
"proline (C_l)"	1.51898757904343	1.12952001205599	0	0.630895514428371	0.630895514428371	0.0043859649122807	0.00917431192660551	0.000542005420054201	0.0015748031496063	0.0015748031496063
"serine (C_l)"	1.51898757904343	1.12952001205599	0	0.630895514428371	0.630895514428371	0.0043859649122807	0.00917431192660551	0.000542005420054201	0.0015748031496063	0.0015748031496063
"threonine (C_l)"	1.51898757904343	1.12952001205599	0	0.630895514428371	0.630895514428371	0.0043859649122807	0.00917431192660551	0.000542005420054201	0.0015748031496063	0.0015748031496063
"tryptophan (C_l)"	1.51898757904343	1.12952001205599	0	0.630895514428371	0.630895514428371	0.0043859649122807	0.00917431192660551	0.000542005420054201	0.0015748031496063	0.0015748031496063
"tyrosine (C_l)"	1.51898757904343	1.12952001205599	0	0.630895514428371	0.630895514428371	0.0043859649122807	0.00917431192660551	0.000542005420054201	0.0015748031496063	0.0015748031496063
"valine (C_l)"	1.51898757904343	1.12952001205599	0	0.630895514428371	0.630895514428371	0.0043859649122807	0.00917431192660551	0.000542005420054201	0.0015748031496063	0.0015748031496063
"cysteine (C_l)"	1.51898757904343	1.12952001205599	0	0.630895514428371	0.630895514428371	0.0043859649122807	0.00917431192660551	0.000542005420054201	0.0015748031496063	0.0015748031496063
"isoleucine (C_l)"	1.51898757904343	1.12952001205599	0	0.630895514428371	0.630895514428371	0.0043859649122807	0.00917431192660551	0.000542005420054201	0.0015748031496063	0.0015748031496063
"3-oxohexanoyl-[ACP] (C_c)"	1.53920736242014	0	0.193209728415933	0.834518257177836	0.834518257177836	0.0043859649122807	0.000407166123778502	0.0010482180293501	0.00204918032786885	0.00204918032786885
"1,2-diacylglycerol-LD-TAG pool (C_c)"	1.51423599771505	0	0.0618757228262381	1.6548616168899	1.6548616168899	0.0043859649122807	0.000407166123778502	0.0006635700066357	0.00900900900900901	0.00900900900900901
"5-hydroxytryptophol (C_c)"	1.4833853101544	0	2.02531793881919	1.87801362094916	1.87801362094916	0.00398406374501992	0.000391389432485323	0.00427350427350427	0.0105263157894737	0.0105263157894737
