""	"neglog10_reporter-p_Non-directional"	"neglog10_reporter-p_Distinct-directional (up)"	"neglog10_reporter-p_Distinct-directional (dn)"	"neglog10_reporter-p_Mixed-directional (up)"	"neglog10_reporter-p_Mixed-directional (dn)"	"inv_ConsRank_Non-directional"	"inv_ConsRank_Distinct-directional (up)"	"inv_ConsRank_Distinct-directional (dn)"	"inv_ConsRank_Mixed-directional (up)"	"inv_ConsRank_Mixed-directional (dn)"
"keratan sulfate II (core 4-linked), biosynthesis, precursor 3 (C_g)"	0.447380447060237	0.213241481597351	0	0.305070298171997	0.305070298171997	0.0004510599909788	0.00060313630880579	0.000542005420054201	0.000618429189857761	0.000618429189857761
"keratan sulfate II (core 4-linked), biosynthesis, precursor 4 (C_g)"	0.447380447060237	0.213241481597351	0	0.305070298171997	0.305070298171997	0.0004510599909788	0.00060313630880579	0.000542005420054201	0.000618429189857761	0.000618429189857761
"keratan sulfate II (core 4-linked), biosynthesis, precursor 7 (C_g)"	0.447380447060237	0.213241481597351	0	0.305070298171997	0.305070298171997	0.0004510599909788	0.00060313630880579	0.000542005420054201	0.000618429189857761	0.000618429189857761
"globotriaosylceramide (C_c)"	0.403270986846508	0.538816728735412	0			0.000447027268663388	0.00221238938053097	0.000542005420054201	0.000305343511450382	0.000305343511450382
"globotriaosylceramide (C_l)"	0.403270986846508	0.538816728735412	0			0.000447027268663388	0.00221238938053097	0.000542005420054201	0.000305343511450382	0.000305343511450382
"globoside (C_l)"	0.403270986846508	0.538816728735412	0			0.000447027268663388	0.00221238938053097	0.000542005420054201	0.000305343511450382	0.000305343511450382
"ethanol (C_p)"	0.435665404048723	0	0.319419754906021	0.32415752674536	0.32415752674536	0.000446428571428571	0.000391389432485323	0.00104275286757039	0.000658761528326746	0.000658761528326746
"acetaldehyde (C_p)"	0.435665404048723	0	0.319419754906021	0.32415752674536	0.32415752674536	0.000446428571428571	0.000391389432485323	0.00104275286757039	0.000658761528326746	0.000658761528326746
"cinnavalininate (C_c)"	0.435665404048723	0	0.319419754906021	0.32415752674536	0.32415752674536	0.000446428571428571	0.000391389432485323	0.00104275286757039	0.000658761528326746	0.000658761528326746
"[protein C terminal]-S-farnesyl-L-cysteine (C_c)"	0.432432574101712	0.4688533175498	0			0.000445831475702185	0.00099403578528827	0.000542005420054201	0.000305343511450382	0.000305343511450382
"[protein C terminal]-S-farnesyl-L-cysteine-methyl ester (C_c)"	0.432432574101712	0.4688533175498	0			0.000445831475702185	0.00099403578528827	0.000542005420054201	0.000305343511450382	0.000305343511450382
"beta-1,4-mannose-N-acetylglucosamine (C_l)"	0.43956727619343	0.606547644866254	0			0.00044543429844098	0.00195694716242661	0.000542005420054201	0.000305343511450382	0.000305343511450382
"mannose (C_l)"	0.43956727619343	0.606547644866254	0			0.00044543429844098	0.00195694716242661	0.000542005420054201	0.000305343511450382	0.000305343511450382
"acetate (C_g)"	0.432432574101712	0.463908927885874	0			0.00044543429844098	0.000992063492063492	0.000542005420054201	0.000305343511450382	0.000305343511450382
"UTP (C_s)"	0.443769887678901	0.465377466230231	0	0.251656895512451	0.251656895512451	0.000444839857651246	0.00114155251141553	0.000542005420054201	0.000578034682080925	0.000578034682080925
"deoxyuridine (C_c)"	0.443769887678901	0.190972537959185	0	0.195274631466022	0.195274631466022	0.000444839857651246	0.000580383052814858	0.000542005420054201	0.000512557662737058	0.000512557662737058
"se-adenosylselenomethionine (C_c)"	0.447380447060237	0.190972537959185	0	0.292924008490719	0.292924008490719	0.000444839857651246	0.000633713561470215	0.000542005420054201	0.000596658711217184	0.000596658711217184
"gamma-linolenoyl-CoA (C_m)"	0.443769887678901	0	0.468572179431938	0.354381261757305	0.354381261757305	0.000444839857651246	0.000391389432485323	0.00138888888888889	0.000719942404607631	0.000719942404607631
"lauroyl-CoA (C_m)"	0.443769887678901	0	0.468572179431938	0.354381261757305	0.354381261757305	0.000444839857651246	0.000391389432485323	0.00138888888888889	0.000719942404607631	0.000719942404607631
"tridecanoyl-CoA (C_m)"	0.443769887678901	0	0.468572179431938	0.354381261757305	0.354381261757305	0.000444839857651246	0.000391389432485323	0.00138888888888889	0.000719942404607631	0.000719942404607631
"myristoyl-CoA (C_m)"	0.443769887678901	0	0.468572179431938	0.354381261757305	0.354381261757305	0.000444839857651246	0.000391389432485323	0.00138888888888889	0.000719942404607631	0.000719942404607631
"(7Z)-tetradecenoyl-CoA (C_m)"	0.443769887678901	0	0.468572179431938	0.354381261757305	0.354381261757305	0.000444839857651246	0.000391389432485323	0.00138888888888889	0.000719942404607631	0.000719942404607631
"5-tetradecenoyl-CoA (C_m)"	0.443769887678901	0	0.468572179431938	0.354381261757305	0.354381261757305	0.000444839857651246	0.000391389432485323	0.00138888888888889	0.000719942404607631	0.000719942404607631
"pentadecanoyl-CoA (C_m)"	0.443769887678901	0	0.468572179431938	0.354381261757305	0.354381261757305	0.000444839857651246	0.000391389432485323	0.00138888888888889	0.000719942404607631	0.000719942404607631
"7-hexadecenoyl-CoA (C_m)"	0.443769887678901	0	0.468572179431938	0.354381261757305	0.354381261757305	0.000444839857651246	0.000391389432485323	0.00138888888888889	0.000719942404607631	0.000719942404607631
"palmitoleoyl-CoA (C_m)"	0.443769887678901	0	0.468572179431938	0.354381261757305	0.354381261757305	0.000444839857651246	0.000391389432485323	0.00138888888888889	0.000719942404607631	0.000719942404607631
"heptadecanoyl-CoA (C_m)"	0.443769887678901	0	0.468572179431938	0.354381261757305	0.354381261757305	0.000444839857651246	0.000391389432485323	0.00138888888888889	0.000719942404607631	0.000719942404607631
"nonadecanoyl-CoA (C_m)"	0.443769887678901	0	0.468572179431938	0.354381261757305	0.354381261757305	0.000444839857651246	0.000391389432485323	0.00138888888888889	0.000719942404607631	0.000719942404607631
"eicosanoyl-CoA (C_m)"	0.443769887678901	0	0.468572179431938	0.354381261757305	0.354381261757305	0.000444839857651246	0.000391389432485323	0.00138888888888889	0.000719942404607631	0.000719942404607631
"tRNA(met) (C_c)"	0.443769887678901	0.519102373065612	0			0.000441891294741494	0.00170940170940171	0.000542005420054201	0.000305343511450382	0.000305343511450382
"G10595 (C_r)"	0.443769887678901	0.512904065796711	0			0.000441891294741494	0.00170648464163823	0.000542005420054201	0.000305343511450382	0.000305343511450382
"deoxycytidine (C_n)"	0.454173525588396	0	0.169456238531271	0.358099736483789	0.358099736483789	0.000441501103752759	0.000391389432485323	0.000884173297966401	0.000777604976671851	0.000777604976671851
"sorbitol-3-phosphate (C_c)"	0.439878075703804	0.483874656101279	0	0.193358833094466	0.193358833094466	0.000441306266548985	0.00170357751277683	0.000542005420054201	0.00051150895140665	0.00051150895140665
"fructose-3-phosphate (C_c)"	0.439878075703804	0.483874656101279	0	0.193358833094466	0.193358833094466	0.000441306266548985	0.00170357751277683	0.000542005420054201	0.00051150895140665	0.00051150895140665
"ribose-5-phosphate (C_c)"	0.443769887678901	0.184229717296024	0	0.193358833094466	0.193358833094466	0.000441306266548985	0.000606428138265616	0.000542005420054201	0.000431778929188256	0.000431778929188256
"sulfate (C_s)"	0.44286589817241	0.782200320052883	0			0.000440722785368004	0.00307692307692308	0.000542005420054201	0.000305343511450382	0.000305343511450382
"palmitoyl-CoA (C_r)"	0.440835779343248	0.388372268531713	0	0.354381261757305	0.354381261757305	0.000440528634361233	0.00122249388753056	0.000542005420054201	0.000769822940723634	0.000769822940723634
"dihydrofolate (C_c)"	0.440847764013326	0	0.0618757228262381	0.361361012141655	0.361361012141655	0.000440334654337296	0.000407331975560081	0.000641025641025641	0.000860585197934596	0.000860585197934596
"heparan sulfate, precursor 9 (C_g)"	0.37833567100755	0.748337450010206	0	0.00989211984360195	0.00989211984360195	0.000440140845070423	0.00290697674418605	0.000542005420054201	0.000309405940594059	0.000309405940594059
"salsolinol-1-carboxylate (C_c)"	0.41661983541293	0.349109922143688	0	0.137993916013668	0.137993916013668	0.00043994720633524	0.000710732054015636	0.000542005420054201	0.000393236335037357	0.000393236335037357
"tRNA(thr) (C_c)"	0.368363479487941	0	0.0618757228262381	0.766572349332555	0.766572349332555	0.000439753737906772	0.000465549348230912	0.000595238095238095	0.00181818181818182	0.00181818181818182
"L-threonyl-tRNA(thr) (C_c)"	0.368363479487941	0	0.0618757228262381	0.766572349332555	0.766572349332555	0.000439753737906772	0.000465549348230912	0.000595238095238095	0.00181818181818182	0.00181818181818182
"phosphatidylinositol-3,4,5-trisphosphate (C_c)"	0.438385878959815	0	0.0983836830056702	0.193358833094466	0.193358833094466	0.000439367311072056	0.000407166123778502	0.000865800865800866	0.0004293688278231	0.0004293688278231
"UDP-glucose (C_c)"	0.310895458318478	0	0.0618757228262381	0.358099736483789	0.358099736483789	0.00043917435221783	0.000407166123778502	0.000732600732600733	0.000988142292490119	0.000988142292490119
"UDP-N-acetyl-D-galactosamine (C_c)"	0.437172033780008	0.0152207339412574	0	0.337827916582686	0.337827916582686	0.000438981562774363	0.000426985482493595	0.000542005420054201	0.00068870523415978	0.00068870523415978
"stearoyl-CoA (C_r)"	0.435665404048723	0.315109775540414	0	0.235457749520506	0.235457749520506	0.000438788942518649	0.000910746812386157	0.000542005420054201	0.000548245614035088	0.000548245614035088
"3-hydroxy-L-kynurenine (C_c)"	0.405773242519087	0.345034548764498	0	0.1440812592343	0.1440812592343	0.00043859649122807	0.000679347826086957	0.000542005420054201	0.000397298371076679	0.000397298371076679
"arachidonate (C_c)"	0.43562987748468	0.0425507540175094	0	0.287476565122305	0.287476565122305	0.000438404208680403	0.00045045045045045	0.000542005420054201	0.00059206631142688	0.00059206631142688
"tridecylic acid (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"(9E)-tetradecenoic acid (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"(7Z)-tetradecenoic acid (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"physeteric acid (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"pentadecylic acid (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"palmitolate (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"7-palmitoleic acid (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"margaric acid (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"(10Z)-heptadecenoic acid (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"9-heptadecylenic acid (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"stearate (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"(13Z)-octadecenoic acid (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"cis-vaccenic acid (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"oleate (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"elaidate (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"(7Z)-octadecenoic acid (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"(6Z,9Z)-octadecadienoic acid (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"nonadecylic acid (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"eicosanoate (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"(13Z)-eicosenoic acid (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"cis-gondoic acid (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"9-eicosenoic acid (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"8,11-eicosadienoic acid (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"mead acid (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"henicosanoic acid (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"behenic acid (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"cis-erucic acid (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"cis-cetoleic acid (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"tricosanoic acid (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"lignocerate (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"nervonic acid (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"cerotic acid (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"ximenic acid (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"linolenate (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"stearidonic acid (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"omega-3-arachidonic acid (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"DPA (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"(9Z,12Z,15Z,18Z,21Z)-TPA (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"(6Z,9Z,12Z,15Z,18Z,21Z)-THA (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"DHA (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"(11Z,14Z,17Z)-eicosatrienoic acid (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"13,16,19-docosatrienoic acid (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"10,13,16,19-docosatetraenoic acid (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"12,15,18,21-tetracosatetraenoic acid (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"gamma-linolenate (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"adrenic acid (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"(9Z,12Z,15Z,18Z)-TTA (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"(6Z,9Z,12Z,15Z,18Z)-TPA (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"(4Z,7Z,10Z,13Z,16Z)-DPA (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"(11Z,14Z)-eicosadienoic acid (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"(13Z,16Z)-docosadienoic acid (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"10,13,16-docosatriynoic acid (C_c)"	0.432432574101712	0.0356507851763165	0	0.354381261757305	0.354381261757305	0.000438212094653812	0.000444642063139173	0.000636132315521629	0.000686813186813187	0.000686813186813187
"1-(1-alkenyl)-sn-glycero-3-phosphate (C_c)"	0.420708120136532	0	0.297207702199194	0.318957859891895	0.318957859891895	0.000438212094653812	0.000391389432485323	0.00103092783505155	0.00065402223675605	0.00065402223675605
"pantetheine (C_m)"	0.432432574101712	0	0.0364246512723184	0.285569643146205	0.285569643146205	0.000438212094653812	0.000407166123778502	0.000659195781147001	0.000605326876513317	0.000605326876513317
"GMP (C_m)"	0.411033977291316	0.447830840088634	0			0.000428082191780822	0.000925925925925926	0.000542005420054201	0.000305343511450382	0.000305343511450382
"UMP (C_m)"	0.410508379754505	0	0.288344589737894	0.309573539117544	0.309573539117544	0.000428082191780822	0.000391389432485323	0.00101936799184506	0.000623052959501558	0.000623052959501558
"ADP-glucose (C_c)"	0.414539270491499	0.449967429426258	0			0.000428082191780822	0.000929368029739777	0.000542005420054201	0.000305343511450382	0.000305343511450382
"ADP-mannose (C_c)"	0.414539270491499	0.449967429426258	0			0.000428082191780822	0.000929368029739777	0.000542005420054201	0.000305343511450382	0.000305343511450382
"N1-acetylspermine (C_c)"	0.411000409500564	0.364214764466348	0	0.125379044810481	0.125379044810481	0.000428082191780822	0.000731528895391368	0.000542005420054201	0.000388198757763975	0.000388198757763975
"N1-acetylspermine (C_p)"	0.411000409500564	0.364214764466348	0	0.125379044810481	0.125379044810481	0.000428082191780822	0.000731528895391368	0.000542005420054201	0.000388198757763975	0.000388198757763975
"N1-acetylspermidine (C_c)"	0.411000409500564	0.364214764466348	0	0.125379044810481	0.125379044810481	0.000428082191780822	0.000731528895391368	0.000542005420054201	0.000388198757763975	0.000388198757763975
"N1-acetylspermidine (C_p)"	0.411000409500564	0.364214764466348	0	0.125379044810481	0.125379044810481	0.000428082191780822	0.000731528895391368	0.000542005420054201	0.000388198757763975	0.000388198757763975
"creatine-phosphate (C_m)"	0.41661983541293	0	0.295454849346674	0.317070110926473	0.317070110926473	0.000428082191780822	0.000391389432485323	0.00102986611740474	0.00065402223675605	0.00065402223675605
"creatine (C_m)"	0.41661983541293	0	0.295454849346674	0.317070110926473	0.317070110926473	0.000428082191780822	0.000391389432485323	0.00102986611740474	0.00065402223675605	0.00065402223675605
"(alpha-D-Glucosyl)-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (C_r)"	0.41661983541293	0.452717692036697	0			0.000428082191780822	0.00093984962406015	0.000542005420054201	0.000305343511450382	0.000305343511450382
"glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein) (C_r)"	0.41661983541293	0.452717692036697	0			0.000428082191780822	0.00093984962406015	0.000542005420054201	0.000305343511450382	0.000305343511450382
"mannose (C_r)"	0.41661983541293	0.452717692036697	0			0.000428082191780822	0.00093984962406015	0.000542005420054201	0.000305343511450382	0.000305343511450382
"glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein) (C_r)"	0.41661983541293	0.452717692036697	0			0.000428082191780822	0.00093984962406015	0.000542005420054201	0.000305343511450382	0.000305343511450382
"glucosyl-(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (C_r)"	0.41661983541293	0.452717692036697	0			0.000428082191780822	0.00093984962406015	0.000542005420054201	0.000305343511450382	0.000305343511450382
"(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (C_r)"	0.41661983541293	0.452717692036697	0			0.000428082191780822	0.00093984962406015	0.000542005420054201	0.000305343511450382	0.000305343511450382
"(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein) (C_r)"	0.41661983541293	0.452717692036697	0			0.000428082191780822	0.00093984962406015	0.000542005420054201	0.000305343511450382	0.000305343511450382
"CMP (C_r)"	0.413378943182697	0	0.29236170462	0.313068939494958	0.313068939494958	0.000428082191780822	0.000391389432485323	0.00102249488752556	0.000648088139987038	0.000648088139987038
"glutamate (C_m)"	0.393930492871007	0	0.438147602553046	0.346584862741571	0.346584862741571	0.000424808836023789	0.000391389432485323	0.00134952766531714	0.000777604976671851	0.000777604976671851
"kynurenine (C_c)"	0.371979098815658	0.454754753251768	0	0.176121660733486	0.176121660733486	0.000424628450106157	0.000901713255184851	0.000542005420054201	0.000419463087248322	0.000419463087248322
"CTP (C_n)"	0.445159669879173	0.506360740321338	0	0.176121660733486	0.176121660733486	0.000424448217317487	0.00116550116550117	0.000542005420054201	0.000410004100041	0.000410004100041
"nicotinate ribonucleotide (C_c)"	0.430228266923542	0	0.155901987767423	0.428943682023725	0.428943682023725	0.000424268137462877	0.000391389432485323	0.0010183299389002	0.000841042893187553	0.000841042893187553
"tRNA(gln) (C_c)"	0.432432574101712	0.168194191325609	0	0.193358833094466	0.193358833094466	0.000424088210347752	0.000552791597567717	0.000542005420054201	0.000512032770097286	0.000512032770097286
"L-glutaminyl-tRNA(gln) (C_c)"	0.432432574101712	0.168194191325609	0	0.193358833094466	0.193358833094466	0.000424088210347752	0.000552791597567717	0.000542005420054201	0.000512032770097286	0.000512032770097286
"leukotriene C4 (C_c)"	0.432432574101712	0.538816728735412	0	0.193358833094466	0.193358833094466	0.000423728813559322	0.000766283524904215	0.000542005420054201	0.00051150895140665	0.00051150895140665
"N-pantothenoylcysteine (C_c)"	0.309945753572323	0	0.539072103301922	0.3194378784499	0.3194378784499	0.000423728813559322	0.000391389432485323	0.00152905198776758	0.000695410292072323	0.000695410292072323
"thiamin-PP (C_c)"	0.367208763560526	0	0.0364246512723184	0.315091831711882	0.315091831711882	0.000423370025402202	0.000465983224603914	0.000636132315521629	0.000921658986175115	0.000921658986175115
"cystine (C_s)"	0.429433711580052	0	0.353057416418201	0.3194378784499	0.3194378784499	0.000423370025402202	0.000391389432485323	0.00139082058414465	0.00065402223675605	0.00065402223675605
"imidazole-4-acetate (C_c)"	0.425054780921504	0.22374932146245	0	0.193358833094466	0.193358833094466	0.000423011844331641	0.000684462696783025	0.000542005420054201	0.000519480519480519	0.000519480519480519
"H2O2 (C_p)"	0.427256150258715	0.538816728735412	0	0.0379433552333996	0.0379433552333996	0.000422832980972516	0.000901713255184851	0.000542005420054201	0.000346380325597506	0.000346380325597506
"octanoyl-CoA (C_c)"	0.36839390824829	0	0.0618757228262381	0.543907385112098	0.543907385112098	0.000422832980972516	0.000418235048097031	0.000636132315521629	0.00117370892018779	0.00117370892018779
"maltose (C_s)"	0.423336216585005	0.0114990123726499	0	0.193358833094466	0.193358833094466	0.00042247570764681	0.000414250207125104	0.000668449197860963	0.00051150895140665	0.00051150895140665
"aspartate (C_c)"	0.425552009564565	0	0.2113226568184	0.372582932454799	0.372582932454799	0.00042247570764681	0.000391389432485323	0.00088339222614841	0.000912408759124088	0.000912408759124088
"oxalosuccinate (C_c)"	0.426640961062	0	0.31695296176115	0.311055426002088	0.311055426002088	0.00042247570764681	0.000391389432485323	0.00111482720178372	0.000620732464307883	0.000620732464307883
"3-amino-propanal (C_c)"	0.418619311290013	0.0617205040996085	0	0.210574420711631	0.210574420711631	0.000421940928270042	0.000470809792843691	0.000595238095238095	0.000523560209424084	0.000523560209424084
"cholesterol (C_r)"	0.443769887678901	0.538816728735412	0	0.193358833094466	0.193358833094466	0.000421762969211303	0.00185185185185185	0.000542005420054201	0.00051150895140665	0.00051150895140665
"succinate (C_c)"	0.367208763560526	0	0.267960254002328	0.282079974163006	0.282079974163006	0.000421585160202361	0.000391389432485323	0.000805152979066023	0.00059206631142688	0.00059206631142688
"CTP (C_s)"	0.380572725118508	0.30069137801182	0	0.125379044810481	0.125379044810481	0.000421407501053519	0.000669792364367046	0.000542005420054201	0.000388953714507974	0.000388953714507974
"lc3Cer (C_c)"	0.415487857287048	0.176780161909347	0	0.361361012141655	0.361361012141655	0.0004212299915754	0.0006635700066357	0.000542005420054201	0.000860585197934596	0.000860585197934596
